"Код","Наименование полное","Ед.изм"
"50946","Решетка SLK 500x200","шт"
"50948","Решетка SLK 500x300","шт"
"51373","Решетка SLK 600x200","шт"
"НФ-00010923","ST Хомут вентиляционный с резиновым уплотнителем  102 мм М8 ZN","шт"
"НФ-00010919","ST Хомут вентиляционный с резиновым уплотнителем  127 мм М8 ZN","шт"
"НФ-00010922","ST Хомут вентиляционный с резиновым уплотнителем  162 мм М8 ZN","шт"
"НФ-00010921","ST Хомут вентиляционный с резиновым уплотнителем  202 мм М8 ZN","шт"
"НФ-00010920","ST Хомут вентиляционный с резиновым уплотнителем  252 мм М8 ZN","шт"
"НФ-00045042","ST Хомут вентиляционный с резиновым уплотнителем  318 мм М8 ZN","шт"
"78438","TR1004/0.5/0.84/1000-5000/AISI409","шт"
"НФ-00011328","TYTAN Professional герметик силиконовый Высокотемпературный, красный 280 мл","шт"
"000003011","Решетка USAV 100","шт"
"000001718","Решетка USAV 125","шт"
"000001748","Решетка наружная USAV 160","шт"
"000003682","Решетка наружная USAV 200","шт"
"000001342","Решетка USAV 250","шт"
"000001971","Решетка USAV 315","шт"
"51192","Огнезащитный клапан UVA-90MA-HO-100 с электромеханическим приводом ALLFA 220В","шт"
"51193","Огнезащитный клапан UVA-90MA-HO-100 с электромеханическим приводом ALLFA 220В","шт"
"НФ-00052604","Vinil st d 100 мм (серый), гибкий рукав","пог.м"
"66397","вставка плоская VK(С) 1000х500 G3","шт"
"66412","Вставка плоская VK(С) 600х350 G3","шт"
"66398","Фильтр плоский VKF(C) 1000х500","шт"
"58694","Фильтр VKF(C) 600х350","шт"
"000011548","Решетка VKR (A) 1600x1400","шт"
"43457","Решетка декоративная VKR (D) 1000х1000","шт"
"43024","Решетка декоративная VKR (D) 1500х600","шт"
"000015399","Решетка декоративная VKR (D) 450х600","шт"
"000015396","Решетка декоративная VKR (D) 500х600","шт"
"000015400","Решетка декоративная VKR (D) 550х750","шт"
"48791","Решетка декоративная VKR (D) 600х600","шт"
"000004796","Решетка декоративная VKR (D) 650х650","шт"
"000015398","Решетка декоративная VKR (D) 650х800","шт"
"43451","Решетка декоративная VKR (D) 700х700","шт"
"43023","Решетка декоративная VKR (D) 750х600","шт"
"000015397","Решетка декоративная VKR (D) 750х750","шт"
"000015214","Решетка декоративная VKR (D) 800х700","шт"
"43452","Решетка декоративная VKR (D) 800х800","шт"
"77051","Решетка декоративная VKR (D) для КДМ 1140х1140 RAL9016","шт"
"52731","Решетка декоративная VKR (D) для КДМ 1300х500 RAL9016","шт"
"44233","Решетка декоративная VKR (D) для КДМ 400х300 RAL9016","шт"
"44235","Решетка декоративная VKR (D) для КДМ 400х400 RAL9016","шт"
"48973","Решетка декоративная VKR (D) для КДМ 500х400 RAL9016","шт"
"53386","Решетка декоративная VKR (D) для КДМ 600х300 RAL9016","шт"
"НФ-00045277","Решетка декоративная VKR (D) для КДМ 600х400 RAL9016","шт"
"44237","Решетка декоративная VKR (D) для КДМ 600х600 RAL9016","шт"
"48975","Решетка декоративная VKR (D) для КДМ 600х800 RAL9016","шт"
"44239","Решетка декоративная VKR (D) для КДМ 650х600 RAL9016","шт"
"44241","Решетка декоративная VKR (D) для КДМ 750х750 RAL9016","шт"
"48442","Решетка декоративная VKR (D) для КДМ 800х400 RAL1013","шт"
"48095","Решетка декоративная VKR (D) для КДМ 800х400 RAL9016","шт"
"44245","Решетка декоративная VKR (D) для КДМ 800х500 RAL9016","шт"
"44243","Решетка декоративная VKR (D) для КДМ 800х550 RAL9016","шт"
"48974","Решетка декоративная VKR (D) для КДМ 800х600 RAL9016","шт"
"64498","Решетка декоративная VKR (D) для КДМ 900х600 RAL9016","шт"
"НФ-00045399","Решетка декоративная VKR (D) для КПС 530х530 RAL9016","шт"
"НФ-00045398","Решетка декоративная VKR (D) для КПС 580х580 RAL9016","шт"
"НФ-00045397","Решетка декоративная VKR (D) для КПС 680х680 RAL9016","шт"
"НФ-00045396","Решетка декоративная VKR (D) для КПС 780х380 RAL9016","шт"
"46835","Решетка VKR(D) для КДМ 650*650 RAL 9016","шт"
"64639","Решетка VKR(D) для КДМ 900x400 RAL9016","шт"
"64640","Решетка VKR(D) для КДМ 900x500 RAL9016","шт"
"66396","Заслонка VKZ(A) 1000х500 GNA326.1E/12","шт"
"66411","Заслонка VKZ(A) 600х350 GNA326.1E/12","шт"
"52063","Клапан VKZ(G) 1600x1000 LF230-S","шт"
"НФ-00004298","Заслонка VKZ(G) 300x300 BFL230","шт"
"НФ-00002562","Заслонка VKZ(G) 300x300 LF230-S","шт"
"НФ-00002146","Заслонка VKZ(G) 300x300 LF24","шт"
"НФ-00004299","Заслонка VKZ(G) 500x500 BFL230","шт"
"НФ-00004297","Заслонка VKZ(G) 500x500 LF230-S","шт"
"52748","Клапан воздушный VKZ(G) 600x1000 LF24-S","шт"
"52747","Клапан воздушный VKZ(G) 600x1000 NF230-S","шт"
"64637","Заслонка VKZ(G) 900x400 LF230","шт"
"64638","Заслонка VKZ(G) 900x500 LF230","шт"
"53221","Клапан VKZ(H) 1200x1000 LM230A","шт"
"59735","VKZ(С) 1000x1200 -S","шт"
"59736","VKZ(С) 1200x600-S","шт"
"59737","VKZ(С) 1200x800-S","шт"
"НФ-00042139","WIVE 100 приточный клапан (приточ. клапан с термостатом, фильтр, белая вент. решетка","шт"
"НФ-00011268","Решетка однорядная нерегулируемая WSG 500х250","шт"
"НФ-00042015","Решетка однорядная нерегулируемая WSG 600х300","шт"
"63680","Решетка однорядная нерегулируемая WSG 600х350","шт"
"68609","Решетка однорядная нерегулируемая WSG 700х400","шт"
"68610","Решетка однорядная нерегулируемая WSG 800х500","шт"
"НФ-00010773","YAR квадратный диффузор 300х300","шт"
"60404","YAR квадратный диффузор 450х450","шт"
"60645","YAR квадратный диффузор 600х600","шт"
"НФ-00050074","YATO Захват магнитный телескопический 250х750мм YT-0661","шт"
"НФ-00048107","ZFS 1000х500 Фильтр-бокс","шт"
"50644","Решетка ZN 300х300","шт"
"НФ-00048105","ZSSK 1000х500 воздушный клапан","шт"
"53531","Рукоятка для АВК - М в сборе","шт"
"000006069","Клапан АВК 1000х1000","шт"
"59797","Клапан АВК 1000х1200","шт"
"НФ-00049858","Клапан АВК 1000х200","шт"
"НФ-00009537","Клапан АВК 1000х250","шт"
"000012225","Клапан АВК 1000х300","шт"
"000016226","Клапан АВК 1000х350","шт"
"51026","Клапан АВК 1000х400","шт"
"000009080","Клапан АВК 1000х500","шт"
"000015047","Клапан АВК 1000х600","шт"
"53383","Клапан АВК 1000х650","шт"
"55722","Клапан АВК АВК 1000х700","шт"
"НФ-00007446","Клапан АВК 1000х700","шт"
"68832","АВК 1000х800","шт"
"58368","Клапан АВК 100х100","шт"
"000013997","Клапан АВК 100х200","шт"
"75502","Клапан АВК 1050х800","шт"
